age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,default
59,65379,27736,408,32,12,4.926698452651956,60,0.382644479976991,0
49,98612,32990,671,66,8,8.40186095614989,48,0.22434590473556756,0
62,134828,19087,505,29,1,21.374977730329924,36,0.3158584425133055,0
46,147445,27440,342,113,1,3.227273469837032,60,0.41702525415335967,1
55,57650,40205,544,75,8,14.204116053978858,60,0.22849296892689056,0
45,66881,20275,586,28,11,15.260395919478393,48,0.12609252889838055,0
44,66413,10276,654,2,12,15.125900800119013,48,0.10511692820437876,0
33,26012,46627,775,89,2,13.194184161023253,24,0.11107976777226078,1
27,70115,45586,382,56,8,20.288566707319497,24,0.10417486875688484,0
56,27151,42496,409,29,12,5.504719513874901,60,0.15517752827893774,1
65,77716,24008,489,8,14,9.487982849892715,24,0.21974435728506495,0
40,113747,10738,550,25,4,16.353836202516387,36,0.2106107570911496,0
21,112653,37402,590,1,5,18.046405741029005,12,0.5933982970899484,1
28,56378,10793,500,61,1,11.593339714983767,60,0.25300305260447165,0
66,62652,42291,625,2,7,22.195853424862747,12,0.16371039167969956,0
36,92430,10571,810,45,10,11.848601425658073,24,0.372781272083879,0
34,33467,36331,708,67,8,11.562463022837496,48,0.5289787276987542,0
32,51010,21209,807,24,1,3.3146633834661614,60,0.43903018839383756,0
43,148647,30394,371,50,5,14.900680064381511,24,0.24804104456772516,0
35,141999,48148,546,12,5,18.445318866517866,36,0.3808080798957275,0
48,134793,30682,643,102,7,5.074858679129083,60,0.4574279871002046,0
54,74691,7224,353,43,9,9.372237236977094,60,0.4640522461838712,0
22,84157,46157,827,34,11,20.078281460114173,48,0.43326922764884446,0
52,128177,49452,831,54,4,10.733187296805447,60,0.535405212387809,0
43,32289,48408,492,86,8,7.9360553959008975,48,0.5350527291720522,1
42,64976,37441,357,8,0,17.624514930215025,24,0.3894682797035016,1
45,63596,46430,736,1,8,6.927072497612252,36,0.3149281845556061,1
42,43171,44129,410,60,9,22.652190690621477,36,0.42078514778254994,1
42,120441,39716,428,117,6,4.875963910588172,60,0.5091060006852316,0
69,146296,49859,625,40,3,18.397370551363608,60,0.10282605242059237,0
62,106365,31586,307,43,2,13.739845778943442,24,0.5959985045074255,1
26,138218,49760,328,63,13,22.073415153932356,48,0.19144688616459962,0
35,119590,28478,411,30,9,5.339389548090324,36,0.33512449282998813,0
63,134014,11318,430,107,14,17.75263566616198,48,0.5360148674214333,0
57,64139,33694,487,46,10,15.371229381581083,24,0.2125201995220997,0
53,68713,25180,774,1,13,13.302028200401045,36,0.3383976119501916,0
28,49734,17180,663,95,5,13.556663427235039,36,0.1662910900905896,0
64,92588,38002,503,81,11,18.744481640466944,12,0.2975381626940963,0
64,83646,20372,511,76,12,23.599187236033497,24,0.18856772739650127,0
25,23654,34796,575,109,0,4.553162330178582,24,0.2818138743855785,1
59,109022,29427,372,68,2,2.938809571236705,12,0.286732108396361,0
24,38743,38290,542,57,1,20.628357830827078,48,0.5965853947991664,1
26,68368,33099,401,105,10,4.933811219892085,12,0.5974065146518861,1
65,110025,14821,470,43,12,24.700677911809535,24,0.15739313933030621,0
52,94172,10832,487,73,8,16.43533560157384,48,0.46298438966417366,0
50,26441,17820,740,55,2,17.144493893218165,36,0.12587273983455058,0
67,139735,21211,385,42,12,6.975063316105391,12,0.11509600766859432,0
55,44611,44890,775,88,1,7.907026981675175,48,0.15266694712248216,0
60,139891,10842,351,33,3,17.33538181973313,48,0.582742828503967,0
36,127971,6316,410,100,14,22.96885385351943,48,0.5704317739473487,0
33,32149,22508,342,29,13,24.60378747664525,12,0.19696391014034023,1
62,120102,27005,510,70,1,6.955696299199607,36,0.18083616777685577,0
50,79189,20206,499,69,0,5.517691510970279,48,0.2202675432579735,0
39,127904,23971,325,117,5,3.769030549617786,12,0.3577734970375711,0
37,41675,30599,598,54,14,22.036682908629878,24,0.384852316017705,0
39,91031,27056,376,66,9,9.131084054270547,12,0.21079671521972368,0
48,62668,6378,436,12,7,2.5407707620581625,12,0.4783113940449726,1
46,33673,6519,319,2,9,7.535906936269649,12,0.25477658470132536,0
57,149582,27161,739,25,9,10.159924302236915,48,0.5610656627647052,0
46,96666,45703,510,56,1,24.79718881367542,12,0.4283613532283653,0
43,108204,43861,734,23,13,14.279685861784337,24,0.3181755971518059,0
29,100758,10355,506,52,8,7.106063820889779,48,0.49495600085142266,0
32,85429,14083,738,69,14,10.033412756052648,24,0.5089573130233324,0
21,43669,43342,341,42,12,9.931922970029765,60,0.24524080280447183,1
21,54068,25456,710,59,2,2.9438292954214482,12,0.2698572719180422,0
67,108789,18324,822,57,7,5.541618718857176,48,0.5679775768643017,0
54,29435,7257,726,48,11,18.14192034332225,48,0.18237051918163596,0
52,114088,32364,574,41,7,5.205647197841529,12,0.1210752084814671,0
68,72249,29972,747,75,14,7.691521223637673,36,0.32702766130477456,0
45,57384,31654,668,112,2,10.391589214096948,36,0.5006049501218145,0
60,148782,20233,519,99,2,19.549036251301608,24,0.48583405315537287,0
65,101929,20887,531,65,11,15.604021709528645,12,0.5597653144564163,0
21,147959,34320,627,10,14,18.002499662242787,12,0.36660033218452015,0
36,96153,25808,742,102,5,15.257777321953874,60,0.15003233578326666,0
59,124056,35154,351,97,0,17.880829567492054,36,0.3943444871680081,0
25,95388,39773,675,89,3,2.56394845743938,36,0.48919780717660577,0
42,51401,32747,562,17,0,23.44520824835716,12,0.1466640601349132,0
49,145511,15860,566,84,13,4.995705194683147,24,0.18632870054879488,0
23,91831,47838,658,99,2,11.640604659480358,12,0.10614533057783546,0
32,139503,47156,616,103,8,19.848363330509233,24,0.39682628972340517,0
46,135760,23156,623,51,13,12.292691155212038,36,0.5433671959729522,0
36,121529,25360,720,45,13,23.803957412519107,60,0.4353316580010498,0
57,147834,23135,345,43,4,13.020751341222251,48,0.591020043795491,1
42,54084,30351,568,21,11,22.186136626060105,36,0.13151682624988079,0
49,140387,35499,680,52,4,20.743632550651096,24,0.5515005425757481,0
34,130641,28554,417,58,10,24.57219181297037,12,0.5070341436933403,0
48,125111,24604,415,93,3,23.347325066896946,36,0.2571207602497525,0
25,75826,21923,559,113,2,22.70778628103977,60,0.5867632759186259,0
67,56451,13547,374,106,4,18.961097661688036,24,0.24396887408570753,0
69,27227,49283,779,29,14,10.757458313534967,12,0.5446523619141093,1
50,51910,38002,604,7,13,4.887821917710305,48,0.5403742885370947,1
66,56041,19562,306,97,10,17.994513675948774,24,0.4788288083014862,0
25,108920,12480,665,56,3,24.519716830104212,12,0.38173523690642597,0
32,85681,31672,822,110,7,18.84859983996705,48,0.16000137480844404,0
36,123314,9213,647,72,3,23.39641080874005,12,0.3659858672482491,0
46,101571,15293,737,114,10,20.596856041499127,48,0.2783981278274673,0
46,85481,39441,514,19,11,6.170080190125272,48,0.49610851657767585,0
68,88576,7100,728,103,7,8.107084838303964,48,0.4790646032484225,0
41,127958,49617,797,24,5,10.191976039652882,12,0.5553062536863026,0
59,149265,33172,839,18,14,6.285859997605093,48,0.10741508121585394,0
56,147556,25132,666,4,13,15.587154985142652,24,0.504551608411523,0
53,84174,23199,612,74,11,24.447636793036402,60,0.5692310265623344,0
50,46160,41609,837,78,10,19.63282375231357,60,0.49465022455407504,1
57,135170,47965,353,71,4,12.026201854017891,48,0.16509722993518336,0
43,137867,13016,840,82,3,2.601350822056495,60,0.14063955242044388,0
30,37633,44779,766,86,3,9.548710250609021,60,0.11042261990385041,0
25,114880,42261,463,26,11,14.352083973074842,48,0.4143726129140355,1
56,37014,36881,633,39,3,9.79564466166934,48,0.4148363259299437,1
54,100532,22058,846,95,10,4.9982857680368395,24,0.5934568571091061,0
51,69104,29472,647,25,12,12.462211529392627,36,0.29902158705204784,0
30,61621,46346,572,26,12,8.198188381728615,12,0.26595314244874835,0
39,97231,39926,713,61,8,22.95772847038378,48,0.4122124635921962,0
52,88388,39832,799,82,3,4.789476891272854,48,0.512804336253797,0
21,36014,41021,392,49,11,3.6059341463059837,60,0.5683869747615009,1
25,112578,29087,378,41,8,2.6195688059843962,24,0.5015620830895193,0
65,53755,17828,516,28,12,9.8815679009273,60,0.3133369903079024,0
24,60390,36128,657,38,9,17.35870385951999,48,0.4174571176560321,0
36,43711,6401,806,59,5,18.934309439840334,48,0.5281496633580585,0
44,111658,24643,480,40,9,12.69838787608877,60,0.3453048441558697,0
36,77993,20193,545,32,12,17.8973946352435,48,0.20834332185269636,0
22,94696,31853,543,82,6,10.598065814845677,36,0.1848617198739365,0
69,47213,49864,805,100,11,17.52563994969888,12,0.10007887228902837,0
48,135788,25307,721,82,9,3.4134096693034017,12,0.4591189974906421,0
52,124956,41982,619,96,2,11.291942152757594,12,0.15554860442299526,0
47,77784,24611,386,110,7,20.29411774674653,36,0.22191954984797022,0
40,27421,48791,516,15,2,20.56763568532753,48,0.24893816576139668,1
44,106936,16950,789,22,0,18.61334752470313,60,0.3801899300683842,0
32,119073,15704,818,6,12,7.095368962821949,24,0.29897863864788465,0
55,37727,48111,577,25,12,8.062115175939248,48,0.43733699601158094,1
53,132418,16867,468,95,9,24.911996363451525,36,0.12781932966435136,0
53,24358,7745,629,11,11,4.826005162044098,36,0.16196959713221973,0
63,85108,8866,740,71,4,6.564910725304211,12,0.34960575176663333,0
57,146609,37245,690,4,1,5.425590752127984,48,0.2684823939234149,0
32,114018,49724,795,105,9,9.87223668288135,12,0.24790668137567987,0
23,144457,10818,680,91,13,7.228956292763275,24,0.13351403951876137,0
21,52117,35116,605,116,5,13.697979089824873,12,0.5478595873740008,0
53,108700,20493,812,68,12,13.210465904802698,24,0.44590929306252536,0
60,51910,33038,487,48,9,22.78387643765432,36,0.1608090784098247,0
30,146888,25447,815,25,8,3.281648817507583,12,0.1325229788685703,0
63,118032,35431,726,4,0,9.697290475024676,12,0.5874362667156215,0
64,75754,22908,801,21,13,15.92480256993453,60,0.44058627521975247,0
49,82438,34336,559,78,12,16.108039641489185,36,0.3087280355468708,0
33,129847,45992,812,12,3,13.302840152819707,60,0.4508655203778924,0
32,49371,9025,370,27,14,20.852474668329258,24,0.4781658932400795,0
51,71501,25093,777,32,0,3.9112488568253228,24,0.48998110119438965,0
66,80946,11155,477,106,0,20.848474725553057,36,0.3389386528265288,0
22,58467,38487,756,22,7,13.631970409803332,24,0.31494137906242403,0
55,37625,25963,488,96,13,5.509615639232549,36,0.10551404213445018,0
43,53893,25936,590,106,13,22.42829305466075,24,0.563278557570919,1
37,96329,9426,819,17,12,17.107647539671678,48,0.40165393919447157,0
46,51007,28303,591,113,13,6.179777953543134,12,0.20157696859498406,0
28,111302,32606,582,116,10,3.257118776478099,48,0.5598017097107183,0
49,59532,33151,843,29,14,5.6749670874846085,36,0.5574659508851482,0
46,74253,18767,676,25,1,16.197954104058855,36,0.5945920821830479,0
30,32323,16308,455,15,0,6.53416529335109,48,0.5370282815694895,1
46,131335,49245,807,76,10,7.579669184688132,12,0.5988921939100323,0
54,132356,29770,712,38,7,3.065643829517069,12,0.2223430940616363,0
61,130944,33572,827,32,3,18.76594012536858,60,0.5211247925996171,0
27,93379,46448,654,25,2,20.733198994587333,24,0.5115141543978823,0
24,34210,7204,486,47,12,20.42908397737277,60,0.21547017961036688,0
65,36456,32233,330,64,11,5.370283405696395,12,0.1492187745004954,0
31,51367,26729,559,112,3,22.824275366247086,48,0.5897102568387999,1
49,74624,36131,720,37,13,17.6262736631668,24,0.24801227576030518,0
56,30106,38870,828,1,10,22.694394003479452,48,0.5354458952339031,1
45,123493,43011,603,112,4,12.56111135193993,60,0.10206357733730195,0
41,88008,44382,338,5,0,12.3314843743832,36,0.11051240360980111,0
56,145926,46475,788,45,14,20.152071670410145,48,0.3329356543481842,0
30,135395,26607,841,49,13,4.599201748226729,60,0.2193573419675318,0
57,136492,29968,577,37,10,14.21966582428493,60,0.4449206417179822,0
29,92240,38398,502,105,0,21.318645301702578,60,0.38278216278397714,0
44,84315,16908,365,87,2,21.179332669065356,36,0.13874289872524573,0
55,89249,31423,407,17,5,24.012989267703304,36,0.18131414815785854,0
69,90587,48615,567,26,0,18.211133354437294,36,0.29402463502920717,0
55,30756,14171,521,40,13,7.174839162393888,24,0.1928020319777166,0
68,88011,17721,829,71,10,2.9563070851280684,36,0.49611117362196433,0
56,56378,21616,389,91,11,13.286855469109794,36,0.30803511777664005,0
38,24255,47512,554,73,14,14.0583369765075,36,0.14671593342124964,1
69,34484,43458,754,16,1,7.905908151225958,48,0.3421714511360624,0
59,145703,12659,552,118,14,5.305692560281072,36,0.1454190905307071,0
52,76549,48369,556,61,11,15.689683739286451,24,0.1644686527099086,0
44,54503,16704,682,28,13,19.69575266554318,60,0.21980491601410265,0
43,144465,37793,741,57,6,24.845967330778613,48,0.5297638526237449,0
52,93794,36226,389,69,13,19.561808887236666,12,0.5623062661664859,0
57,145941,28852,689,77,13,20.35672932075057,36,0.5131288646660346,0
32,126283,37082,343,21,0,16.370369760147945,60,0.2670386087089236,0
69,120732,27794,318,117,12,24.6832598268254,60,0.23622322055441583,0
33,65113,46420,400,5,13,16.899018665077833,48,0.3745778453951196,1
43,125730,18379,656,25,14,21.855698943993346,12,0.4609265802665562,0
45,94069,12006,841,38,6,23.780154540421503,24,0.5966863940800874,0
55,118117,13682,332,11,14,23.42181626126262,60,0.1657853559394631,0
61,25249,38840,528,98,3,11.081845235125522,60,0.12464599951190222,0
50,145654,37430,823,13,9,4.26989631207082,60,0.4471779444976355,0
37,139979,28091,454,21,13,6.367158307133053,60,0.5161128917519527,0
69,39201,37983,722,50,5,3.832524371423668,48,0.5231743899332116,0
40,145541,28989,545,22,13,4.87143103365565,12,0.4392317745385803,0
68,78576,14915,704,47,7,6.654653032608197,60,0.5770079020595935,0
45,138562,47552,840,70,8,10.17462212321654,24,0.35550238177229343,0
42,145281,23990,460,103,5,14.729642047939207,24,0.5569073991681063,0
33,29686,29734,416,49,11,18.512846335489435,36,0.5839060684957615,1
39,132413,19824,570,88,10,7.245865062396518,60,0.5235787285015538,0
69,73363,41081,786,12,12,17.631754095358136,60,0.2548792816293103,0
56,117543,16033,471,84,14,18.34582917630444,60,0.19810782558514764,0
32,20661,47736,573,104,13,15.069002579489263,60,0.37406003249090924,1
61,64843,21241,558,9,8,22.83140207047099,60,0.3265073751900942,0
39,115673,10939,434,116,3,4.997383313240739,24,0.5388791710963665,1
32,80963,40063,721,54,5,6.485232796054438,12,0.15001583553357686,0
29,133092,39464,720,8,7,12.144958548763409,12,0.2288700306557593,0
27,62828,16185,485,78,8,5.351036542770375,36,0.47589947225935425,0
48,68604,32045,663,51,2,15.241663233791968,24,0.14749332248865607,0
34,30526,49769,677,1,1,11.46401049871205,60,0.26038220701085013,1
51,88910,24167,822,24,5,8.903405377058164,12,0.29357769702699155,0
39,45592,41412,495,12,3,6.324770792896839,48,0.41129689828134497,1
67,48982,26625,397,97,0,10.045110362834732,48,0.1790663228596823,0
36,20207,44188,321,50,7,16.179085393727696,48,0.5303022451748548,1
25,120969,32076,749,57,8,15.455167245011761,60,0.32377111773313716,0
55,137181,49605,471,33,13,6.181540004730261,60,0.5585108559402783,1
32,108733,24029,682,34,8,5.310695741664252,36,0.33393495681696583,0
45,118936,27973,433,101,1,3.100227158699632,36,0.2375201294703667,0
41,144982,44121,725,2,8,2.779575860363476,36,0.17091441434383745,0
56,145839,36433,324,105,6,22.295734803692916,48,0.10187254735564241,0
43,88619,48309,802,119,4,3.5144992601212732,60,0.3660787424924178,0
36,49328,6932,484,58,6,18.952474972148043,48,0.15357834846346172,0
59,66479,49254,384,69,12,22.119664665511532,36,0.2958638818155891,1
65,128427,6757,443,118,8,4.706301592655295,60,0.3946358806185434,0
62,40103,35722,711,47,7,12.316782036242897,24,0.23784294845135015,0
59,59891,42853,523,63,5,24.151817121421224,12,0.18761214618305763,0
34,30754,43405,519,112,12,21.268119861780665,12,0.4873608113046708,1
51,119983,6116,478,18,3,13.518340716801738,36,0.5733955861408103,0
25,101437,48527,732,66,12,19.65785003780994,48,0.150220208930983,0
55,118540,16691,564,81,14,21.250996549712436,24,0.17779516219250394,0
43,92982,5492,728,102,0,10.330606671746184,60,0.5800063286263594,0
49,122747,32882,715,72,5,22.57344062957412,48,0.11889211090612314,0
63,75922,13811,752,115,2,13.085649692736027,36,0.5888161682752361,0
31,68231,32808,496,75,5,14.375665680073674,48,0.10232224154249439,0
38,49301,29272,352,4,5,24.993421850991197,36,0.5368343278256656,1
67,111652,33399,779,66,13,21.474316738423628,12,0.25366259049387474,0
32,140787,11474,742,10,3,10.639825129892051,12,0.5692944290886482,0
29,146823,31956,629,93,1,2.7327759206357487,48,0.2584726443177927,0
30,82711,47506,550,67,14,16.588916660362628,24,0.42715316076702803,1
64,61323,18979,422,68,8,18.338052087882424,60,0.14001628488296833,0
37,38752,49523,686,0,1,17.143060528226044,36,0.2211649057268695,1
58,117912,47565,638,90,2,24.276902901172296,60,0.4868396732396254,0
27,102205,33328,647,91,9,21.916848114973245,12,0.36434292683940983,0
66,118452,17867,328,62,0,12.598713096564591,24,0.5639845308935224,0
33,33395,30851,334,28,6,3.9142934681285713,24,0.3143757041706772,1
60,105957,36279,817,81,14,13.21132231379493,60,0.5349061829069616,0
62,141237,35527,695,11,0,18.00799044914552,12,0.3244777187391188,0
29,76273,12866,593,76,10,16.173470685107603,60,0.5896241393509927,0
47,147431,20449,648,40,8,14.608084023494909,48,0.5799171906994384,0
22,111878,15685,446,1,10,13.04842655534293,24,0.26456835277804014,0
25,24895,28544,366,36,10,9.109642143116192,24,0.5429618352084016,1
49,139968,10451,819,44,0,8.740302138804157,48,0.5238056871078246,0
57,135700,26642,421,79,4,13.755208275830542,12,0.20534019866378142,0
58,96559,46316,639,47,6,6.113570794667103,24,0.4121452003916348,0
39,30699,44954,474,23,2,10.165422030433035,36,0.13634115779490744,1
28,85061,43870,750,98,8,9.78953368097724,36,0.5183553602917308,0
68,29715,36030,435,21,7,15.71048803564452,12,0.18727294175174827,1
65,39169,35873,315,99,12,4.000351758168053,48,0.13540735069288226,1
21,145436,5619,632,10,14,21.16754530596464,60,0.30010954776940557,0
42,138413,38650,494,118,2,15.153513558649047,12,0.3884610692998217,1
37,36163,30372,795,57,14,17.593600317458545,60,0.5274584792798855,1
27,139264,8642,308,45,4,18.31961283458724,12,0.5871212627608683,1
45,25782,33001,633,28,6,9.05839307895707,36,0.3197462562849318,1
65,108177,39064,632,34,11,13.083360266159497,48,0.1302234614926351,0
24,149772,34290,626,111,13,24.01553400706751,36,0.47455778951293537,0
56,144481,19122,314,117,3,19.750867854928334,48,0.38258662811196875,0
26,104328,29820,525,14,4,24.31502969252167,60,0.3239456724222316,0
51,135028,7895,724,59,2,19.290722765791486,12,0.25463443939609487,0
39,55585,10366,707,94,8,6.451003143441642,24,0.3511992639217678,0
64,50682,13711,412,41,9,3.9520573865052153,24,0.2693398022285155,0
59,67864,24596,727,104,8,15.497382326192431,48,0.4785059338736801,0
47,149992,23793,300,42,6,10.550798793308715,48,0.3719468482463205,0
30,104416,13199,565,79,9,8.697802978108829,36,0.538423887077056,0
46,75114,15717,790,73,1,20.662247419571894,24,0.371771957324721,0
39,147810,41191,507,48,6,10.757348509343815,36,0.21913120666996502,0
59,58067,15211,668,63,6,9.63252181902184,60,0.5255459411160722,0
23,62685,28360,605,31,10,21.624720846302733,24,0.378609522465022,0
65,142262,26542,311,63,4,21.541465070945353,60,0.20342051907178063,0
33,38073,36312,644,114,8,10.518249349488773,12,0.41175390497811104,1
48,56035,41435,764,1,12,21.23122077218424,36,0.27885838247121375,0
40,84977,33247,793,23,11,21.64251603248486,48,0.5222028061460329,0
48,122710,27357,667,86,10,12.03843703816749,24,0.32664986932327145,0
28,110373,46045,719,65,2,3.99564542970636,36,0.46322067905370834,0
61,103362,32691,470,37,3,2.5356545004926523,48,0.14776810381811858,0
59,110517,17424,433,30,0,14.274080415002388,12,0.2980121731511731,0
21,85450,23852,726,114,5,10.241698600833004,24,0.5916207182361993,0
23,30382,27601,324,103,3,24.935467618563234,60,0.5042301447385742,1
33,24437,23020,829,25,0,19.879247491613896,12,0.17997040118346433,0
48,90971,13155,489,28,1,19.62869776788428,48,0.23888202473862755,0
69,84612,8583,440,66,14,23.992962286465232,24,0.2649079044281806,0
45,110355,20515,614,77,2,22.47379895259972,24,0.4251827802477228,0
53,81929,41777,743,24,8,9.659218287768745,12,0.47849737974482776,0
58,122411,24710,618,47,12,6.2347124860872185,24,0.47476330440395487,0
26,117518,48178,740,64,7,19.28257596397335,48,0.3549370281532014,0
64,118864,29532,391,52,6,11.011162607864643,12,0.5054102689190756,0
65,32329,23601,478,66,12,13.146384661696521,60,0.31853904137873756,1
52,145605,9967,355,117,14,16.683948953683604,12,0.16194028264778096,0
65,45169,23753,454,89,10,22.927135231042914,12,0.3822209208269066,1
67,107468,25022,410,17,11,11.929474457596735,60,0.5761506923005534,1
41,54594,48463,436,8,13,20.12463002993563,48,0.49649682569625564,1
36,96957,14135,531,37,3,8.537645303679792,36,0.3893503238461212,0
41,80631,10722,767,86,0,18.204365295781308,36,0.4234028301745485,0
31,65033,32413,780,20,7,2.535536974253017,60,0.5652810135177864,0
57,83133,32236,367,64,3,22.10891230353928,48,0.3141713972174802,0
56,93165,20514,548,20,2,3.1835405489754063,24,0.26569706947131866,0
55,93861,48896,622,26,8,18.536959482158146,60,0.5886207825002245,1
39,72290,42212,817,105,9,3.5408092583788875,36,0.5317215667551667,0
40,114031,45386,731,69,3,8.490528236365076,48,0.26152179230930117,0
38,51750,25331,786,118,3,13.687054080022445,12,0.3318902986804614,0
67,115155,23060,728,43,13,11.94862042033536,48,0.30753906450389956,0
61,60461,6196,568,99,8,6.816312578522738,48,0.17454783933571696,0
69,93800,17297,836,27,12,10.010835513457842,36,0.5789096619066295,0
34,98222,7787,447,44,11,18.873393326371758,36,0.3021562156098794,0
35,132020,28816,417,16,10,17.558284583042088,24,0.537664541318954,0
51,44226,45695,666,39,11,4.115828134688103,24,0.19467811384033254,0
21,26721,24702,365,115,13,19.314606075389943,60,0.3739354053186099,1
23,76154,30242,669,2,1,3.6935323269331377,12,0.11198069256213491,0
36,40609,7176,474,75,13,14.71584375474515,24,0.48211024192115426,0
43,72130,25127,794,102,11,8.351411830949289,36,0.3904569491231392,0
31,92909,46560,413,75,4,15.723027870095924,48,0.4127947917348763,0
32,124211,32228,410,65,14,8.379888908670292,60,0.12586044127732673,0
30,75249,25208,738,119,3,24.6615543165812,24,0.2055191651043077,0
52,68895,33482,446,45,8,9.468884133869466,48,0.13716543617679008,0
36,114473,14171,334,85,11,7.94411430267616,48,0.2444571579019059,0
28,25656,40219,608,86,4,8.765469045595285,24,0.4137195038410755,1
58,144865,38396,837,29,8,22.670639288334147,12,0.38309299215868764,0
32,94520,47589,313,68,10,16.814923645060258,12,0.4060749108066951,1
44,83740,45546,673,8,8,18.94039219196747,60,0.37462563568894713,0
48,84309,8696,727,84,13,23.155236477122884,12,0.23651439783792969,0
28,49984,25058,532,10,1,23.017130909012668,60,0.22225374867221262,0
48,138947,25313,739,68,13,19.12628154802137,36,0.16852984176829064,0
56,93822,24149,801,98,14,6.951049648929765,24,0.524535437451746,0
46,25901,46075,574,90,8,21.475899715187623,48,0.4082396792706222,1
28,51552,9956,375,112,2,7.084960769298934,60,0.1932555062520299,0
48,111245,15195,738,65,3,19.21522331721472,12,0.18860468991061977,0
48,51055,22076,588,87,0,17.926068997259673,60,0.5365178007630683,0
57,57685,6105,839,30,13,19.574999128160048,60,0.4713654318816597,0
61,93965,20417,552,32,0,14.485427816060854,12,0.4296995399526857,0
56,34716,29729,425,38,0,16.871339100607443,12,0.3034320537696499,0
47,134099,35099,476,93,8,23.949701809770744,24,0.23098778213925877,0
37,31138,37598,336,45,10,4.774493368919835,48,0.5897253815564119,1
29,55298,34961,709,36,7,9.44906368258645,24,0.4986197875114001,0
53,71112,17602,426,114,4,16.255532794713602,24,0.25088961156813827,0
40,43429,14256,782,91,4,24.19121792795851,12,0.5237823981392473,0
33,70200,25584,467,59,8,4.650425072408526,12,0.4794659743073407,0
48,91308,39681,593,30,2,3.0073574844269446,48,0.2485402749389992,0
68,68244,30792,642,10,2,3.7543659655823802,60,0.3132764271208198,0
49,137217,26904,609,86,6,3.6791279453769734,24,0.19297672269551333,0
33,134055,48361,827,1,8,22.9258567999916,48,0.15552622218905468,0
66,121268,39540,839,103,5,18.728302928511056,24,0.4613810164198484,0
55,125441,31536,718,104,13,17.73489323941626,60,0.23375592867693332,0
26,37347,24164,743,26,1,14.257888455890715,24,0.5100296828731268,0
38,36920,17996,535,98,0,20.09393388187342,36,0.597804355757213,0
25,51822,7871,738,1,1,6.002079837135793,48,0.13830990696482434,0
67,66659,27626,513,102,13,11.318676770239842,12,0.33651756254185017,0
45,60108,15521,384,100,13,13.525095642197728,24,0.5010312796554015,1
22,148955,48410,384,20,0,4.984213697726341,48,0.49447544827061674,0
30,109099,6132,788,57,9,11.939058460094131,48,0.4799985791654843,0
50,27967,38467,364,4,9,9.621290033408957,24,0.2744974676509555,1
65,130719,19534,363,51,8,3.3005982803529093,12,0.32692662784252613,0
25,31871,28854,642,44,14,5.576546561407793,12,0.39748417867073516,0
53,114299,47998,651,84,9,19.690828521268116,24,0.5869702917866286,0
21,97452,44065,457,92,14,2.9058529638545,48,0.2637736354692465,0
38,94270,12812,790,19,11,23.520699229668125,12,0.5615719438584289,0
52,53613,9557,762,60,13,4.444554230062842,24,0.23467845909024707,0
67,48179,7179,524,37,12,20.482857119577808,24,0.5945372327368523,0
69,140465,48798,612,19,7,22.718872171228092,24,0.43513184341379585,0
31,72188,14065,765,113,14,23.67555065913506,48,0.33175574017927545,0
41,75099,13275,387,24,6,22.01823302865938,12,0.4066952140318024,0
46,55262,40948,602,1,14,8.969875887072472,48,0.2362655845201034,0
45,98213,25700,734,31,2,9.994460455115732,36,0.2370869287557333,0
42,137407,44464,434,25,7,12.097278218726709,12,0.15677727192174692,0
47,38268,47351,349,69,1,5.634175511659769,48,0.1570251488526994,1
69,97866,32794,731,40,1,3.0011302390125367,12,0.2738358707344557,0
33,106269,33783,639,66,10,22.055236321323278,36,0.4814277389481858,0
53,80545,21998,646,96,9,14.967896114735268,60,0.4039855837990812,0
54,123483,18869,646,0,2,16.19626619900987,24,0.1512922801655104,0
61,112822,49525,544,50,6,23.357240683400395,48,0.5261182624879555,0
55,92146,33152,408,4,0,17.465204007556352,36,0.40068381349503324,1
21,91966,25954,832,12,7,18.044203847645804,36,0.5804277883923898,0
41,59922,36555,389,18,11,20.2067945898267,12,0.43509273370560375,1
68,99364,21654,595,11,6,5.117840121791585,12,0.1875874318520905,0
26,62913,40236,411,47,3,10.60364844731031,24,0.3368916811539111,1
48,117033,20042,476,24,13,24.28467837332574,12,0.4242487987736021,0
37,124792,30966,642,56,14,23.26592675726365,48,0.11413235052498885,0
25,139425,49314,400,114,4,22.391694166979157,48,0.10745513207740395,0
51,75677,19270,700,34,9,12.671991482626881,48,0.16470150029928396,0
25,122154,35908,327,75,12,21.78684145570313,60,0.22583221752273538,1
58,69841,20523,836,93,0,3.5889073437797263,48,0.3147745617603378,0
23,66332,24991,357,4,3,5.841642045785143,12,0.34372023687989417,1
43,112062,15775,797,97,14,11.814273215891218,12,0.1690138044689484,0
57,139863,17265,596,21,0,13.376321500347844,48,0.43669578955791544,0
57,115694,24459,433,102,0,8.42891095421928,36,0.3980690308482674,0
30,45032,21673,630,76,9,10.520725094075217,36,0.2472320494205801,0
30,57846,32056,548,56,0,6.162462273070798,36,0.10682994171764601,0
39,79474,11614,849,46,6,13.505515713607911,24,0.13882395767664538,0
37,64936,41020,374,53,6,20.36147408952688,60,0.29584738775541974,1
41,49794,12415,467,2,3,17.38060885737938,48,0.17698717558284197,0
